AVERAGE_YEAR,COUNTY,ELECTORAL_DIVISION,NUMBER_OF_HERDS,AVERAGE_NUMBER_CATTLE,AVERAGE_CATTLE_BEEF,AVERAGE_CATTLE_DAIRY,AVERAGE_CATTLE_AGE_0_3MTH,AVERAGE_CATTLE_AGE_3_6MTH,AVERAGE_CATTLE_AGE_6_12MTH,AVERAGE_CATTLE_AGE_12_18MTH,AVERAGE_CATTLE_AGE_18_24MTH,AVERAGE_CATTLE_AGE_24_36MTH,AVERAGE_CATTLE_AGE_36MTH_PLUS,,,,,,
2020,CLARE,KILKEE,13,325,306.25,18.75,23.75,26.25,45,33.75,39.25,52.25,104.75,,,,,,
2020,CLARE,KILKISHEN,49,2498.75,2002.5,496.25,196.25,197.25,416.25,327.25,263.25,333,765.5,,,,,,
2020,CLARE,KILLADYSERT,100,4138,3681.5,456.5,380.75,373.5,631.5,488.5,352.5,391.75,1519.5,,,,,,
2020,CLARE,KILLALOE,24,1593.25,1094.5,498.75,116,116.25,236.75,264,206.75,190.5,463,,,,,,
2020,CLARE,KILLANENA,47,1637,1382.5,254.5,153.75,152,242.75,153.25,96.25,95.25,743.75,,,,,,
2020,CLARE,KILLANNIV,54,1640,1503.5,136.5,120.5,111.75,226.25,226,188,235.75,531.75,,,,,,
2020,CLARE,KILLARD,38,2387,1427,960,193.75,182.75,333,295.5,236.75,235.75,909.5,,,,,,
2020,CLARE,KILLASPUGLONANE,44,1369.75,1150.5,219.25,131,132.75,186.5,118.25,105.25,144.75,551.25,,,,,,
2020,CLARE,KILLEELY,26,924.75,820,104.75,81,85.75,132.25,78.25,68.25,115.5,363.75,,,,,,
2020,CLARE,KILLILAGH,49,1066,1059.25,6.75,104.75,107.25,134.25,94,70,105.25,450.5,,,,,,
2020,CLARE,KILLIMER,83,5204.75,2950.75,2254,484.25,459.5,870.25,687.75,516,436.5,1750.5,,,,,,
2020,CLARE,KILLINABOY,41,1465.5,1325,140.5,133.25,129.75,228.75,167.5,100.75,138,567.5,,,,,,
2020,CLARE,KILLOFIN,56,2925.75,2303.75,622,246.75,249.5,476.5,394,352.5,350.25,856.25,,,,,,
2020,CLARE,KILLOKENNEDY,20,1103.5,1017.25,86.25,89.75,102,213.25,139.25,89.75,63,406.5,,,,,,
2020,CLARE,KILLONE,57,2252.75,1507.25,745.5,168.25,144.75,304.5,316.5,276,303.5,739.25,,,,,,
2020,CLARE,KILLURAN,45,2769.75,1785.5,984.25,204.5,182.25,352,314,279.75,401.75,1035.5,,,,,,
2020,CLARE,KILMIHIL,61,1963.75,1718.75,245,178.25,164.75,316,232.25,175.25,199.75,697.5,,,,,,
2020,CLARE,KILMURRY (LABASHEEDA),57,1932,1626.25,305.75,132.75,136.25,272.5,227,291,363.25,509.25,,,,,,
2020,CLARE,KILMURRY (MILLTOWN MALBAY),56,2428.25,1860.75,567.5,242.75,218.25,367.25,279.5,211,217.75,891.75,,,,,,
2020,CLARE,KILNAMONA,79,3088.75,2883.5,205.25,264.5,270,536.75,416.25,248.75,285.25,1067.25,,,,,,
2020,CLARE,KILRAGHTIS,28,1359.25,1228.5,130.75,106,102,258.5,218.75,140.75,152.25,381,,,,,,
2020,CLARE,KILRUSH,51,2695.25,1625.5,1069.75,244.75,226.5,423.25,296.25,239.25,308.75,956.5,,,,,,
2020,CLARE,KILSEILY,62,2242.75,1893.5,349.25,217,227.5,400.25,285.25,195,210.25,707.5,,,,,,
2020,CLARE,KILSHANNY,24,1134.75,1023.75,111,88.5,97,168.25,127,92,104.5,457.5,,,,,,
2020,CLARE,KILTANNON,23,808.5,768.25,40.25,74,94.75,151.75,83.25,52.75,72.75,279.25,,,,,,
2020,CLARE,KILTENANLEA,53,2140.75,1441,699.75,169.25,168.5,306.75,216,197.25,263,820,,,,,,
2020,CLARE,KILTORAGHT,32,1355.25,1259.5,95.75,114.25,113,194.5,169,141.75,147.5,475.25,,,,,,
2020,CLARE,KINTURK,29,482.5,473,9.5,49,49.25,81.75,50.25,40.75,30.25,181.25,,,,,,
2020,CLARE,KNOCK,51,2144.5,1827.75,316.75,162.25,204.25,401.75,356,261.75,219,539.5,,,,,,
2020,CLARE,KNOCKNABOLEY,64,1441.5,1422,19.5,135.75,133.25,215,145.25,120.5,153.25,538.5,,,,,,
2020,CLARE,KNOCKNAGORE,29,1896.75,952.5,944.25,169.5,153.5,297.5,241.25,166,185.25,683.75,,,,,,
2020,CLARE,KYLE,39,2076.75,1377.5,699.25,191.5,181,321.5,224,204.25,261.25,693.25,,,,,,
2020,CLARE,LACKAREAGH,25,1620.75,1436.5,184.25,139.25,148.5,295.75,239.5,160.5,135.25,502,,,,,,
2020,CLARE,LISCANNOR,30,1320.75,1054,266.75,121.25,112.25,197.5,141.5,106.25,127.5,514.5,,,,,,
2020,CLARE,LISCASEY,50,1535,1409.5,125.5,141.25,143.5,222,186.25,126,166.25,549.75,,,,,,
2020,CLARE,LISDOONVARNA,23,417.25,417.25,0,43.5,38.25,53.5,34.75,29.5,34.75,183,,,,,,
2020,CLARE,LISHEEN,57,2009,1853.75,155.25,145.25,156,323.75,314.5,278.25,244.75,546.5,,,,,,
2020,CLARE,LOUGHEA,17,627,574.5,52.5,50.5,55.5,91,74.5,63,69.75,222.75,,,,,,
2020,CLARE,LURRAGA,34,1004.25,1003.75,0.5,87.25,81.75,133.75,110.75,81.25,104.5,405,,,,,,
2020,CLARE,MAGHERAREAGH,78,2510.5,2204,306.5,252.75,228,324.5,215.5,185,229.75,1075,,,,,,
2020,CLARE,MILLTOWN MALBAY,75,2603,2476,127,230.5,232.75,355.75,284.75,243.5,280.25,975.5,,,,,,
2020,CLARE,MOUNT ELVA,31,1189.5,1187.25,2.25,126.5,113.75,149,91.25,71.5,118,519.5,,,,,,
2020,CLARE,MOUNTIEVERS,36,1660.75,1419,241.75,124.5,127,232.25,181.75,168.75,215.75,610.75,,,,,,
2020,CLARE,MOUNTSHANNON,13,498,373.5,124.5,46.75,52,67,30.25,19.75,40.75,241.5,,,,,,
2020,CLARE,MOVEEN,25,1501.5,578,923.5,143.25,122.5,219,133.5,91.5,154.5,637.25,,,,,,
2020,CLARE,MOY,71,2485,2333.25,151.75,233.5,229.5,391.5,280.25,192,230,928.25,,,,,,
2020,CLARE,MOYARTA,45,2617.75,1841.25,776.5,232.5,242.25,458.25,351,242.75,218.25,872.75,,,,,,
2020,CLARE,MUCKANAGH,45,3137.5,2170.5,967,287.75,263.75,445.75,316,221.25,328.75,1274.25,,,,,,
2020,CLARE,MULLAGH,52,2016.75,1731.25,285.5,198.5,203.5,340,214.25,149.25,173.5,737.75,,,,,,
2020,CLARE,NEWGROVE,37,2132,1801,331,169.5,172,333.25,285.5,258,255,658.75,,,,,,
2020,CLARE,NEWMARKET,56,3020.75,2330,690.75,238.75,223,507.75,398,332.75,363.25,957.25,,,,,,
2020,CLARE,NOUGHAVAL,37,2047.75,2001,46.75,197.75,191.75,268,199.75,168.5,184.25,837.75,,,,,,
2020,CLARE,O'BRIENS BRIDGE,15,836.75,759.25,77.5,66.25,72.5,124.75,114.5,85.5,96.25,277,,,,,,
2020,CLARE,O'GONNELLOE,46,3308.75,1891.25,1417.5,235.25,215.25,429.5,402,330,405.5,1291.25,,,,,,
2020,CLARE,OUGHTMAMA,31,1848.25,1753.75,94.5,178,173.25,225.75,181.75,165.5,191.25,732.75,,,,,,
2020,CLARE,QUERRIN,15,634.75,252,382.75,52.5,47.5,84.25,85.5,64.5,43.5,257,,,,,,
2020,CLARE,QUIN,36,2557.25,1899.25,658,219.25,200.75,328,274.75,266.25,300,968.25,,,,,,
2020,CLARE,RAHONA,43,2797,1969.25,827.75,213.75,196.75,404.75,355,293.25,275.5,1058,,,,,,
2020,CLARE,RATH,39,1056.25,885.75,170.5,84,84.5,167.5,141.25,97,112.5,369.5,,,,,,
2020,CLARE,RATHBORNEY,20,1077.5,1076.75,0.75,110.75,106.75,143.5,119.75,69.5,93,434.25,,,,,,
2020,CLARE,RATHCLOONEY,28,1290,1229.75,60.25,100.5,102.5,238.5,221.5,155.25,110.25,361.5,,,,,,
2020,CLARE,RINEALON,40,2275,1705.25,569.75,196.5,189.5,335.25,254.75,205.75,217.25,876,,,,,,
2020,CLARE,ROSSROE,31,2353.5,1728,625.5,136.5,134,302.75,361.5,435.5,462.5,520.75,,,,,,
2020,CLARE,RUAN,56,2311.25,2261.75,49.5,181,194.75,391.5,286.5,238.75,288.25,730.5,,,,,,
2020,CLARE,SCARRIFF,49,2904,2066.75,837.25,255,251,405.5,360.75,334,304.25,993.5,,,,,,
2020,CLARE,SIXMILEBRIDGE,40,2616.75,1135,1481.75,213.25,211.25,415.5,416.25,296.25,253.75,810.5,,,,,,
2020,CLARE,SMITHSTOWN,24,917.5,890,27.5,99.5,86.25,130.25,91.75,67,76,366.75,,,,,,
2020,CLARE,SPANCELHILL,43,2701.5,2313.25,388.25,195.5,204.25,369.5,387.75,395.25,346.25,803,,,,,,
2020,CLARE,ST. MARTINS,14,933.75,476.25,457.5,81.75,80.25,155.75,141.75,86,92.75,295.5,,,,,,
2020,CLARE,TEMPLEMALEY,44,2073.5,1591.75,481.75,160.25,150.5,260,283.75,279.25,268.25,671.5,,,,,,
2020,CLARE,TOBERBREEDA,19,765.75,735.25,30.5,70,74,135,101,58.25,48,279.5,,,,,,
2020,CLARE,TOMFINLOUGH,32,2146,1573.25,572.75,108.5,144.25,359.25,339,338.75,326.25,530,,,,,,
2020,CLARE,TULLA,39,2497.75,2047.25,450.5,185.75,189,405.25,353.25,299,306.5,759,,,,,,
2020,CLARE,TULLIG,22,1634,686.75,947.25,151,125.75,235.5,127.25,92.25,154.5,747.75,,,,,,
2020,CLARE,TULLYGREEN,27,1109.5,781.5,328,91,106.25,196.5,182,156.5,118,259.25,,,,,,
2020,CLARE,URLAN,24,1805.75,1774,31.75,134.25,160.25,304,248.25,233.75,209.5,515.75,,,,,,
2020,CORK,ABBEYMAHON,49,5489.25,1504.5,3984.75,452,309,563.75,539.75,494.75,718.75,2411.25,,,,,,
2020,CORK,ADRIGOLE,97,1230.75,1228.5,2.25,114.5,120.25,158.25,94.5,78.75,104.5,560,,,,,,
2020,CORK,AGHADOWN NORTH,23,1650.25,755,895.25,143.75,115.75,217.5,174.5,140.25,177,681.5,,,,,,
2020,CORK,AGHADOWN SOUTH,47,4136.5,2113,2023.5,355.5,320,586.75,431.5,317,442.25,1683.5,,,,,,
2020,CORK,AGHERN,17,2447.5,513,1934.5,210.25,202.5,372.5,214.5,174.75,372.5,900.5,,,,,,
2020,CORK,AGHINAGH,36,3441.75,1166.75,2275,260.5,176.75,389,410.75,397,452.5,1355.25,,,,,,
2020,CORK,AGLISH,37,4434.25,888.25,3546,345.75,305,587.25,546.5,429.5,563.5,1656.75,,,,,,
2020,CORK,AHIL,55,680.5,577.75,102.75,64.75,54.75,80,59.5,50.25,81.75,289.5,,,,,,
2020,CORK,ALLOW,51,4294.75,1863.5,2431.25,295.25,267.75,532,530.5,499.75,522,1647.5,,,,,,
2020,CORK,ARDAGH,53,6324.75,2331.5,3993.25,490,422.25,882.5,817.5,792.5,716,2204,,,,,,
2020,CORK,ARDFIELD,37,3793.5,1193.75,2599.75,344.75,235.75,447,393.75,357,498.75,1516.5,,,,,,
2020,CORK,ARDSKEAGH,33,3305,1316.75,1988.25,289.25,268,526,473.75,450.25,441,856.75,,,,,,
2020,CORK,ARGIDEEN,27,3099.75,807.25,2292.5,241.5,181.75,364.75,380.25,363.5,345.5,1222.5,,,,,,
2020,CORK,AULTAGH,45,4109,1585.75,2523.25,364.25,301.75,574.5,475.75,394.25,454.5,1544,,,,,,
2020,CORK,BALLINADEE,42,3848.25,1746.5,2101.75,265.75,250.25,527.25,572,436.5,438.25,1358.25,,,,,,
2020,CORK,BALLINCOLLIG,36,6203.75,1369.25,4834.5,495.5,392.25,764,723,579.75,744,2505.25,,,,,,
2020,CORK,BALLINGURTEEN,59,5475.75,1776,3699.75,478.25,372.5,658.5,608.25,477,578.75,2302.5,,,,,,
2020,CORK,BALLINSPITTAL,17,1681,808,873,137.75,141.75,271.25,181.75,187.25,154.25,607,,,,,,
2020,CORK,BALLINTEMPLE,27,2825.25,1180,1645.25,210.5,213.5,437.25,494.25,454.5,346.25,669,,,,,,
2020,CORK,BALLYARTHUR,31,3401.75,1352.75,2049,305.5,297.75,580.75,414.5,288.5,335.25,1179.5,,,,,,
2020,CORK,BALLYBANE,32,1084,683,401,95,87.25,158.75,101.75,63.25,88.25,489.75,,,,,,
2020,CORK,BALLYCLOGH,33,3941.75,1199.25,2742.5,354,308.75,575.5,476,380.25,418.75,1428.5,,,,,,
2020,CORK,BALLYCOTTIN,23,1994.25,791.25,1203,157.75,151.25,300,308,268.25,258.25,550.75,,,,,,
2020,CORK,BALLYDEHOB,58,2187.75,1619,568.75,224.25,230.5,349.25,209.5,138.75,184,851.5,,,,,,
2020,CORK,BALLYFEARD,28,2184.75,593,1591.75,157.25,141,262.75,267.75,269.5,310,776.5,,,,,,
2020,CORK,BALLYFOYLE,18,2681.25,1115,1566.25,193.75,200.25,383.75,362,317.5,342.75,881.25,,,,,,
2020,CORK,BALLYGARVAN,38,4618.25,1348,3270.25,370.5,338,675,552.75,479,606.75,1596.25,,,,,,
2020,CORK,BALLYGROMAN,16,2309.75,449,1860.75,196,151,283.75,201.75,118,489.25,870,,,,,,
2020,CORK,BALLYHOOLAHAN,34,3608,1342.5,2265.5,332,278.5,535.75,339.75,246.75,360.25,1515,,,,,,
2020,CORK,BALLYHOOLY,25,2763.25,827.75,1935.5,210.5,218.75,479,383.75,291.25,297.5,882.5,,,,,,
2020,CORK,BALLYMACKEAN,21,2109.5,669.25,1440.25,170.5,113.25,240.25,256.25,237.5,263.5,828.25,,,,,,
2020,CORK,BALLYMARTLE,41,5695.25,1857.25,3838,443.75,371,738.25,679.25,524.75,634.25,2304,,,,,,
2020,CORK,BALLYMODAN,47,6558.75,1792.75,4766,484.5,403.75,781.5,694,590.25,841,2763.75,,,,,,
2020,CORK,BALLYMONEY,42,4143.5,1597.75,2545.75,327.25,287.5,579,545.75,434.75,474,1495.25,,,,,,
2020,CORK,BALLYMURPHY,26,4858.5,987.25,3871.25,405.75,302,522.5,465.25,424.25,691,2047.75,,,,,,
2020,CORK,BALLYNAGLOGH,30,4065.75,1462.25,2603.5,413.25,324.5,589.75,464.25,315.25,443.75,1515,,,,,,
2020,CORK,BALLYNAMONA,72,6107,2235,3872,477.25,450,874.25,781.25,617.25,728,2179,,,,,,
2020,CORK,BALLYNOE,47,6149.5,1916.25,4233.25,471.75,437.25,898.5,801.75,705.75,744.5,2090,,,,,,
2020,CORK,BALLYSPILLANE,19,1917.75,1201,716.75,116,142,330.25,424.5,344.75,187,373.25,,,,,,
2020,CORK,BANDON,5,385.5,117.5,268,28.75,18.25,39.75,44.25,44.75,44.75,165,,,,,,
2020,CORK,BANTEER,49,2633.25,1798.5,834.75,239.5,233.25,500.75,385.5,235.25,245.25,793.75,,,,,,
2020,CORK,BANTRY,118,3486.5,2259.5,1227,294.75,275.75,468.25,410.25,315,357.5,1365,,,,,,
2020,CORK,BARLEYHILL,61,5722.5,2223.5,3499,515.25,469.5,892.5,601.25,561.5,676.75,2005.75,,,,,,
2020,CORK,BARNACURRA,31,1731.5,1008.25,723.25,144.25,138,250,235.25,236.25,206.25,521.5,,,,,,
2020,CORK,BAURLEIGH,32,3029,783.25,2245.75,248,190.75,308,293,279.5,329.5,1380.25,,,,,,
2020,CORK,BAWN CROSS,48,5833,1789.25,4043.75,522.75,457,827,658.25,604.5,703.75,2059.75,,,,,,
2020,CORK,BEALANAGEARY (D),29,654,574.75,79.25,63.5,66.25,109.75,60.75,34,50.75,269,,,,,,
2020,CORK,BEALANAGEARY (M),60,1561.5,1255.25,306.25,149,150.75,230.25,167.75,133.5,156.5,573.75,,,,,,
2020,CORK,BEALOCK,36,1631.75,1178.5,453.25,118.25,146.5,266,215,144.5,150.75,590.75,,,,,,
2020,CORK,BEAR,44,554.75,553.75,1,61.25,60.5,49,30.5,26.5,42,285,,,,,,
2020,CORK,BENGOUR,28,2822.5,1133.25,1689.25,257.25,254.25,475.25,348,274.75,330.25,882.75,,,,,,
2020,CORK,BLACKPOOL,53,5407.5,1578.5,3829,405,319.25,659,592.75,569.25,778.75,2083.5,,,,,,
2020,CORK,BLARNEY,28,5010.5,1759.25,3251.25,364.25,289.25,590.25,603.75,511.25,671.25,1980.5,,,,,,
2020,CORK,BOHERBOY,45,3147.5,1333.25,1814.25,238.75,193.5,362.75,323.5,314,395,1320,,,,,,
2020,CORK,BOULTEN,50,4197.25,1334.5,2862.75,352,257.5,491,473.25,361.25,421.25,1841,,,,,,
2020,CORK,BREDAGH,50,4253.5,1643,2610.5,371.25,301.75,568.25,461.5,339.25,435.25,1776.25,,,,,,
2020,CORK,BRINNY,30,4400.5,1604.25,2796.25,292.25,278,610.25,638.75,586.5,555,1439.75,,,,,,
2020,CORK,BUTLERSTOWN,40,3990.5,1004.5,2985.5,257.25,208.25,421,396.25,404,498,1805.75,,,,,,
2020,CORK,BUTTEVANT,48,6261.5,1772.75,4488.5,528.25,452.5,782,631.75,588.5,832.5,2446,,,,,,
2020,CORK,CAHERAGH,53,3823.25,1797.75,2025.5,351.5,300.75,496.5,298,256.25,465.75,1654.5,,,,,,
2020,CORK,CAHERBARNAGH,64,4085.75,1860.75,2225,385,341.75,539.5,461.25,352.75,426.5,1579,,,,,,
2020,CORK,CAHERDUGGAN,24,1577.5,498.5,1079,124.5,117.75,254.25,268,199.25,195.5,418.25,,,,,,
2020,CORK,CAHERLAG,23,3094.75,1102,1992.75,239.5,227.75,454.5,425,362.5,360.75,1024.75,,,,,,
2020,CORK,CAHERMORE,31,2959.25,1079.5,1879.75,273.5,221.75,390.75,277.5,222.25,308,1265.5,,,,,,
2020,CORK,CANDROMA,31,1567,662,905,138.25,118.75,207.5,157.5,122,110.25,712.75,,,,,,
2020,CORK,CANNAWAY,38,3550.75,793.75,2757,296.25,189.5,354,337.75,318.75,498,1556.5,,,,,,
2020,CORK,CAPE CLEAR,43,980,827.5,152.5,87.25,96.75,157.25,71,67.75,85.5,414.5,,,,,,
2020,CORK,CARRIG (BALLYHOOLY),16,1960.75,882.75,1078,167.25,154.25,294,256,168.25,171,750,,,,,,
2020,CORK,CARRIG (MALLOW),12,1871.5,544.25,1327.25,147.75,113,228.75,197.75,156.75,241.25,786.25,,,,,,
2020,CORK,CARRIGALINE (CORK),23,3201.5,999,2202.5,268,231.5,451.25,333.25,267.5,335,1315,,,,,,
2020,CORK,CARRIGALINE (KINSALE),23,2964.5,897.5,2067,219.75,204.25,464.25,474.75,381,326.75,893.75,,,,,,
2020,CORK,CARRIGBAUN,54,3868.5,1555.25,2313.25,292,254.5,512.25,477.5,358.25,408,1566,,,,,,
2020,CORK,CARRIGBOY,54,3223.5,1758,1465.5,305.5,282.75,517.5,481.5,381,303.25,952,,,,,,
2020,CORK,CARRIGNAVAR,51,6786,2238,4548,567,504.5,959.75,807.5,585.75,776.75,2584.75,,,,,,
2020,CORK,CARRIGROHANE BEG,28,3829.75,1255.5,2574.25,326.25,256,498.75,379.5,368.5,456.25,1544.5,,,,,,
2020,CORK,CARRIGTOHILL,55,6301,2109,4192,465.5,414.75,1217.75,741.25,654.25,764.75,2042.75,,,,,,
2020,CORK,CASHEL,25,3217,1358.75,1858.25,208.75,187,422.75,508.5,448.5,359.25,1082.25,,,,,,
2020,CORK,CASTLECOOKE,27,2751.5,1093.75,1657.75,213.25,229.75,431.5,473.5,396.75,251.25,755.5,,,,,,
2020,CORK,CASTLECOR,28,1968.5,978.25,990.25,178.5,179,342.75,278.75,189.25,157.75,642.5,,,,,,
2020,CORK,CASTLEHAVEN NORTH,63,5603.5,1559.5,4044,483.75,354.75,612,422.25,373.25,600.5,2757,,,,,,
2020,CORK,CASTLEHAVEN SOUTH,44,2919.75,1580,1339.75,253.5,242.75,386.5,282.75,241.75,287,1225.5,,,,,,
2020,CORK,CASTLEHYDE,22,2048.75,739,1309.75,156,133,245.5,380.25,292,191.75,650.25,,,,,,
2020,CORK,CASTLELYONS,32,2212.25,769.75,1442.5,135.5,118,247.75,356.75,284.25,317.25,752.75,,,,,,
2020,CORK,CASTLEMAGNER,27,2373.75,959.75,1414,198,211.75,407.5,301.75,232.75,284,738,,,,,,
2020,CORK,CASTLEMARTYR,31,3873.5,1334,2539.5,254.25,268.75,515.25,820,643,367.75,1004.5,,,,,,
2020,CORK,CASTLETOWN,44,3751.5,1326.75,2424.75,285,228.75,463,479.25,372.5,399.5,1523.5,,,,,,
2020,CORK,CASTLETOWNROACH,32,2580.75,1216,1364.75,212.25,229,430,429.25,390.75,310,579.5,,,,,,
2020,CORK,CASTLEVENTRY,30,3736.25,1624.5,2111.75,268.75,236.75,545.5,505,373.75,325.5,1481,,,,,,
2020,CORK,CHURCHTOWN,69,7851,2867.25,4983.75,675.5,565.75,1121,931.25,757.25,975.5,2824.75,,,,,,
2020,CORK,CLEANRATH,24,660,642,18,64.75,73,103.25,93.5,70.5,68.75,186.25,,,,,,
2020,CORK,CLENOR,20,2427.25,538.75,1888.5,201.25,136.75,292.75,326,242.75,253.75,974,,,,,,
2020,CORK,CLOGHDONNELL,52,5187.5,1783.25,3404.25,410,359.5,591.5,523,440.25,541.5,2321.75,,,,,,
2020,CORK,CLONAKILTY,54,7681.75,2203.5,5478.25,574.25,475.5,829.75,873.5,902.5,997,3029.25,,,,,,
2020,CORK,CLONDROHID,91,4911,2939.25,1971.75,416,408.5,767,617.75,484.75,554.25,1662.75,,,,,,
2020,CORK,CLONFERT EAST,51,2331,1292,1039,219.75,202.5,363,270.75,248.75,221.75,804.5,,,,,,
2020,CORK,CLONFERT WEST,32,1306.25,920.75,385.5,104.25,96.5,157.25,139,134,140.25,535,,,,,,
2020,CORK,CLONMEEN,25,1775.5,890.25,885.25,123.25,121,250,243.5,136.25,179.5,722,,,,,,
2020,CORK,CLONMOYLE,39,3167.5,1215.25,1952.25,232.75,248.75,477,454,378,456.5,920.5,,,,,,
2020,CORK,CLONMULT,19,2195.25,603,1592.25,218.25,236.75,429.5,256.75,205.75,228.75,619.5,,,,,,
2020,CORK,CLONPRIEST,55,5422.5,2453.5,2969,421.25,395.25,829.5,722,641.75,608,1804.75,,,,,,
2020,CORK,CLOONKEEN,47,2384,1418,966,195.75,178.25,323,256.75,203.25,263.25,963.75,,,,,,
2020,CORK,CLOYNE,31,2743,973.25,1769.75,185.5,182,389,354.5,346.5,399.5,886,,,,,,
2020,CORK,COBH,28,2422,1034.5,1387.5,232.25,186.5,337,310.25,235.5,272.5,848,,,,,,
2020,CORK,COOLAGH,22,1561.5,501.25,1060.25,143.5,96,169.25,104.25,102.25,194.75,751.5,,,,,,
2020,CORK,COOLCLOGH,33,3339.75,913.5,2426.25,264.25,231.25,433.75,347,327.25,391.25,1345,,,,,,
2020,CORK,COOLCRAHEEN,37,3121,797,2324,214.5,186.75,397.5,383.75,369.5,350.25,1218.75,,,,,,
2020,CORK,COOLE,51,6515.25,2483.25,4032,449.75,418.75,823.25,844.75,873.25,904,2201.5,,,,,,
2020,CORK,COOLMAIN,33,3084.75,1036.5,2048.25,219,170,385.75,337.25,336.5,351.75,1284.5,,,,,,
2020,CORK,COOLMOUNTAIN,58,2849.5,1788,1061.5,271.5,260.25,485.25,316,229.5,274,1013,,,,,,
2020,CORK,COOMLOGANE,83,4772,2186.5,2585.5,406.25,369.75,725.5,617,457.75,495.5,1700.25,,,,,,
2020,CORK,CORK DED < 5 HERDS,5,148.5,1.25,147.25,9.5,7.75,15,13.25,8,19,76,,,,,,
2020,CORK,CORKBEG,13,562.75,278.25,284.5,39.5,42.5,83.25,72.5,100.25,59,165.75,,,,,,
2020,CORK,COULAGH,108,1837.75,1644.75,193,198.5,202.5,253,88.25,86.5,154.25,854.75,,,,,,
2020,CORK,COURTMACSHERRY,18,1312.25,448.5,863.75,84.75,70.75,145,147.5,111,160.75,592.5,,,,,,
2020,CORK,CRINNALOO,26,1997.25,1053.75,943.5,140.5,165.5,343.25,345.75,235,186.25,581,,,,,,
2020,CORK,CROOKHAVEN,42,2093.25,1164.5,928.75,155.75,123.75,226.5,205,174.75,268.25,939.25,,,,,,
2020,CORK,CULLEN (BALLYMARTLE),20,2125.75,656.5,1469.25,187,178,336.25,364.25,239.25,214.25,606.75,,,,,,
2020,CORK,CULLEN (MILLSTREET),46,2525.5,1150.5,1375,243.5,197.75,320.75,231.25,194.5,244.5,1093.25,,,,,,
2020,CORK,CURRAGLASS,32,4042.75,1272.25,2770.5,327,284.75,575.75,578.75,490.25,401.75,1384.5,,,,,,
2020,CORK,CURRYGLASS,65,667.75,646.5,21,74.75,72,123.75,62,32.75,42.75,259.75,,,,,,
2020,CORK,DANGAN,20,1678.25,806,872.25,120.25,122,269,303.5,245.75,200.75,417,,,,,,
2020,CORK,DERRAGH,21,1887.5,694.75,1192.75,182.5,151.5,268,150,141.25,187,807.25,,,,,,
2020,CORK,DERRY,42,3175.25,1239.5,1935.75,247,219,432.75,347,221.5,315,1393,,,,,,
2020,CORK,DERRYFINEEN,43,1636,1030.75,605.25,134.5,122,224.75,190.75,165.75,178.25,620,,,,,,
2020,CORK,DERRYVILLANE,45,6002,1408,4594,511.25,389.75,785.25,715.5,574.25,678.5,2347.5,,,,,,
2020,CORK,DONERAILE,60,6541,2868,3673,547,555.25,1030.75,819,603.75,721,2264.25,,,,,,
2020,CORK,DOONASLEEN,46,2494.75,1037.5,1457.25,198.5,137,246.25,222.5,206.75,249.25,1234.5,,,,,,
2020,CORK,DOUCE,60,1263.25,1242.25,21,138.25,131,156.5,87.75,67.5,101.5,580.75,,,,,,
2020,CORK,DOUGLAS,28,3995.25,604.25,3391,287.25,190.5,388.5,408.25,386,561.5,1773.25,,,,,,
2020,CORK,DRINAGH (DUNMANWAY),27,2612,772.25,1839.75,216,159.25,262.25,252.5,227.25,362,1132.75,,,,,,
2020,CORK,DRINAGH (SKIBBEREEN),37,2499.75,1226,1273.75,189.75,163.25,371.75,320.75,266,236.75,951.5,,,,,,
2020,CORK,DRIPSEY,49,7125.75,1937.75,5188,555.75,489.75,1012.5,864,751.5,824.75,2627.5,,,,,,
2020,CORK,DRISHANE,65,5408.75,2920.75,2488,404.5,381.75,888.75,898.25,662.5,524.25,1648.75,,,,,,
2020,CORK,DROMDALEAGUE NORTH,50,2459.75,1274.5,1185.25,223.5,184,364.5,279.5,192,208.25,1008,,,,,,
2020,CORK,DROMDALEAGUE SOUTH,44,2887.5,1454,1433.5,233,231,437.75,353.75,294.5,305.5,1032,,,,,,
2020,CORK,DROMINA,41,3465.75,1269.25,2196.5,235.75,202.75,369.25,442,447.25,532,1236.75,,,,,,
2020,CORK,DROMORE,80,7660.75,2905.5,4755.25,641.25,584.75,1054.75,985,865,767,2763,,,,,,
2020,CORK,DUNBEACON,36,1373.75,770.75,603,120,112.75,179.75,115.75,93.5,140.25,611.75,,,,,,
2020,CORK,DUNDERROW,32,2946.5,1207.25,1739.25,255,240.75,478,355.25,310.5,296.75,1010.25,,,,,,
2020,CORK,DUNGOURNEY,38,6038.5,1721,4317.5,568.75,556,890.75,632,519,777.25,2094.75,,,,,,
2020,CORK,DUNMANUS,41,2565,970.75,1594.25,208.5,198.5,336,264.25,176.75,275.75,1105.25,,,,,,
2020,CORK,DUNMANWAY NORTH,52,3034.5,1496.25,1538.25,246,211.5,422.25,358,299.25,368.25,1129.25,,,,,,
2020,CORK,DUNMANWAY SOUTH,31,2908.5,1348.25,1560.25,256.5,176.5,304.5,278.75,273,355.75,1263.5,,,,,,
2020,CORK,DURRUS EAST,26,777,697.5,79.5,82.75,84.25,111.5,78.5,61.75,58.75,299.5,,,,,,
