STATISTIC,STATISTIC Label,TLIST(M1),Month,C02064V02491,Type of Milk,UNIT,VALUE
AKM02,Milk Sales (Dairy) for Human Consumption,200507,2005 July,12,Whole Milk,Million Litres,32.1
AKM02,Milk Sales (Dairy) for Human Consumption,200507,2005 July,13,Skimmed and Semi-skimmed milk,Million Litres,11.2
AKM02,Milk Sales (Dairy) for Human Consumption,200507,2005 July,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200507,2005 July,15,Semi-skimmed milk,Million Litres,9.7
AKM02,Milk Sales (Dairy) for Human Consumption,200508,2005 August,1,All Milk,Million Litres,45.8
AKM02,Milk Sales (Dairy) for Human Consumption,200508,2005 August,12,Whole Milk,Million Litres,33.9
AKM02,Milk Sales (Dairy) for Human Consumption,200508,2005 August,13,Skimmed and Semi-skimmed milk,Million Litres,11.9
AKM02,Milk Sales (Dairy) for Human Consumption,200508,2005 August,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200508,2005 August,15,Semi-skimmed milk,Million Litres,10.3
AKM02,Milk Sales (Dairy) for Human Consumption,200509,2005 September,1,All Milk,Million Litres,44.4
AKM02,Milk Sales (Dairy) for Human Consumption,200509,2005 September,12,Whole Milk,Million Litres,32.9
AKM02,Milk Sales (Dairy) for Human Consumption,200509,2005 September,13,Skimmed and Semi-skimmed milk,Million Litres,11.5
AKM02,Milk Sales (Dairy) for Human Consumption,200509,2005 September,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200509,2005 September,15,Semi-skimmed milk,Million Litres,10
AKM02,Milk Sales (Dairy) for Human Consumption,200510,2005 October,1,All Milk,Million Litres,42.7
AKM02,Milk Sales (Dairy) for Human Consumption,200510,2005 October,12,Whole Milk,Million Litres,31.6
AKM02,Milk Sales (Dairy) for Human Consumption,200510,2005 October,13,Skimmed and Semi-skimmed milk,Million Litres,11.1
AKM02,Milk Sales (Dairy) for Human Consumption,200510,2005 October,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200510,2005 October,15,Semi-skimmed milk,Million Litres,9.6
AKM02,Milk Sales (Dairy) for Human Consumption,200511,2005 November,1,All Milk,Million Litres,43.6
AKM02,Milk Sales (Dairy) for Human Consumption,200511,2005 November,12,Whole Milk,Million Litres,32.3
AKM02,Milk Sales (Dairy) for Human Consumption,200511,2005 November,13,Skimmed and Semi-skimmed milk,Million Litres,11.3
AKM02,Milk Sales (Dairy) for Human Consumption,200511,2005 November,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200511,2005 November,15,Semi-skimmed milk,Million Litres,9.8
AKM02,Milk Sales (Dairy) for Human Consumption,200512,2005 December,1,All Milk,Million Litres,42.7
AKM02,Milk Sales (Dairy) for Human Consumption,200512,2005 December,12,Whole Milk,Million Litres,31.7
AKM02,Milk Sales (Dairy) for Human Consumption,200512,2005 December,13,Skimmed and Semi-skimmed milk,Million Litres,11
AKM02,Milk Sales (Dairy) for Human Consumption,200512,2005 December,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200512,2005 December,15,Semi-skimmed milk,Million Litres,9.6
AKM02,Milk Sales (Dairy) for Human Consumption,200601,2006 January,1,All Milk,Million Litres,43.6
AKM02,Milk Sales (Dairy) for Human Consumption,200601,2006 January,12,Whole Milk,Million Litres,32
AKM02,Milk Sales (Dairy) for Human Consumption,200601,2006 January,13,Skimmed and Semi-skimmed milk,Million Litres,11.6
AKM02,Milk Sales (Dairy) for Human Consumption,200601,2006 January,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200601,2006 January,15,Semi-skimmed milk,Million Litres,10.1
AKM02,Milk Sales (Dairy) for Human Consumption,200602,2006 February,1,All Milk,Million Litres,40.3
AKM02,Milk Sales (Dairy) for Human Consumption,200602,2006 February,12,Whole Milk,Million Litres,29.5
AKM02,Milk Sales (Dairy) for Human Consumption,200602,2006 February,13,Skimmed and Semi-skimmed milk,Million Litres,10.8
AKM02,Milk Sales (Dairy) for Human Consumption,200602,2006 February,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200602,2006 February,15,Semi-skimmed milk,Million Litres,9.4
AKM02,Milk Sales (Dairy) for Human Consumption,200603,2006 March,1,All Milk,Million Litres,46.2
AKM02,Milk Sales (Dairy) for Human Consumption,200603,2006 March,12,Whole Milk,Million Litres,33.8
AKM02,Milk Sales (Dairy) for Human Consumption,200603,2006 March,13,Skimmed and Semi-skimmed milk,Million Litres,12.4
AKM02,Milk Sales (Dairy) for Human Consumption,200603,2006 March,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200603,2006 March,15,Semi-skimmed milk,Million Litres,10.8
AKM02,Milk Sales (Dairy) for Human Consumption,200604,2006 April,1,All Milk,Million Litres,41.4
AKM02,Milk Sales (Dairy) for Human Consumption,200604,2006 April,12,Whole Milk,Million Litres,30.2
AKM02,Milk Sales (Dairy) for Human Consumption,200604,2006 April,13,Skimmed and Semi-skimmed milk,Million Litres,11.2
AKM02,Milk Sales (Dairy) for Human Consumption,200604,2006 April,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200604,2006 April,15,Semi-skimmed milk,Million Litres,9.8
AKM02,Milk Sales (Dairy) for Human Consumption,200605,2006 May,1,All Milk,Million Litres,44.2
AKM02,Milk Sales (Dairy) for Human Consumption,200605,2006 May,12,Whole Milk,Million Litres,32.4
AKM02,Milk Sales (Dairy) for Human Consumption,200605,2006 May,13,Skimmed and Semi-skimmed milk,Million Litres,11.7
AKM02,Milk Sales (Dairy) for Human Consumption,200605,2006 May,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200605,2006 May,15,Semi-skimmed milk,Million Litres,10.3
AKM02,Milk Sales (Dairy) for Human Consumption,200606,2006 June,1,All Milk,Million Litres,42.8
AKM02,Milk Sales (Dairy) for Human Consumption,200606,2006 June,12,Whole Milk,Million Litres,31.3
AKM02,Milk Sales (Dairy) for Human Consumption,200606,2006 June,13,Skimmed and Semi-skimmed milk,Million Litres,11.5
AKM02,Milk Sales (Dairy) for Human Consumption,200606,2006 June,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200606,2006 June,15,Semi-skimmed milk,Million Litres,10
AKM02,Milk Sales (Dairy) for Human Consumption,200607,2006 July,1,All Milk,Million Litres,43.3
AKM02,Milk Sales (Dairy) for Human Consumption,200607,2006 July,12,Whole Milk,Million Litres,31.6
AKM02,Milk Sales (Dairy) for Human Consumption,200607,2006 July,13,Skimmed and Semi-skimmed milk,Million Litres,11.7
AKM02,Milk Sales (Dairy) for Human Consumption,200607,2006 July,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200607,2006 July,15,Semi-skimmed milk,Million Litres,10.2
AKM02,Milk Sales (Dairy) for Human Consumption,200608,2006 August,1,All Milk,Million Litres,46.9
AKM02,Milk Sales (Dairy) for Human Consumption,200608,2006 August,12,Whole Milk,Million Litres,34.3
AKM02,Milk Sales (Dairy) for Human Consumption,200608,2006 August,13,Skimmed and Semi-skimmed milk,Million Litres,12.6
AKM02,Milk Sales (Dairy) for Human Consumption,200608,2006 August,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200608,2006 August,15,Semi-skimmed milk,Million Litres,11
AKM02,Milk Sales (Dairy) for Human Consumption,200609,2006 September,1,All Milk,Million Litres,43.5
AKM02,Milk Sales (Dairy) for Human Consumption,200609,2006 September,12,Whole Milk,Million Litres,31.7
AKM02,Milk Sales (Dairy) for Human Consumption,200609,2006 September,13,Skimmed and Semi-skimmed milk,Million Litres,11.8
AKM02,Milk Sales (Dairy) for Human Consumption,200609,2006 September,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200609,2006 September,15,Semi-skimmed milk,Million Litres,10.3
AKM02,Milk Sales (Dairy) for Human Consumption,200610,2006 October,1,All Milk,Million Litres,44.4
AKM02,Milk Sales (Dairy) for Human Consumption,200610,2006 October,12,Whole Milk,Million Litres,32.3
AKM02,Milk Sales (Dairy) for Human Consumption,200610,2006 October,13,Skimmed and Semi-skimmed milk,Million Litres,12.1
AKM02,Milk Sales (Dairy) for Human Consumption,200610,2006 October,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200610,2006 October,15,Semi-skimmed milk,Million Litres,10.5
AKM02,Milk Sales (Dairy) for Human Consumption,200611,2006 November,1,All Milk,Million Litres,44.1
AKM02,Milk Sales (Dairy) for Human Consumption,200611,2006 November,12,Whole Milk,Million Litres,32.2
AKM02,Milk Sales (Dairy) for Human Consumption,200611,2006 November,13,Skimmed and Semi-skimmed milk,Million Litres,12
AKM02,Milk Sales (Dairy) for Human Consumption,200611,2006 November,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200611,2006 November,15,Semi-skimmed milk,Million Litres,10.5
AKM02,Milk Sales (Dairy) for Human Consumption,200612,2006 December,1,All Milk,Million Litres,43.1
AKM02,Milk Sales (Dairy) for Human Consumption,200612,2006 December,12,Whole Milk,Million Litres,31.4
AKM02,Milk Sales (Dairy) for Human Consumption,200612,2006 December,13,Skimmed and Semi-skimmed milk,Million Litres,11.7
AKM02,Milk Sales (Dairy) for Human Consumption,200612,2006 December,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200612,2006 December,15,Semi-skimmed milk,Million Litres,10.3
AKM02,Milk Sales (Dairy) for Human Consumption,200701,2007 January,1,All Milk,Million Litres,44.4
AKM02,Milk Sales (Dairy) for Human Consumption,200701,2007 January,12,Whole Milk,Million Litres,32.1
AKM02,Milk Sales (Dairy) for Human Consumption,200701,2007 January,13,Skimmed and Semi-skimmed milk,Million Litres,12.3
AKM02,Milk Sales (Dairy) for Human Consumption,200701,2007 January,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200701,2007 January,15,Semi-skimmed milk,Million Litres,10.7
AKM02,Milk Sales (Dairy) for Human Consumption,200702,2007 February,1,All Milk,Million Litres,41.9
AKM02,Milk Sales (Dairy) for Human Consumption,200702,2007 February,12,Whole Milk,Million Litres,29.3
AKM02,Milk Sales (Dairy) for Human Consumption,200702,2007 February,13,Skimmed and Semi-skimmed milk,Million Litres,12.6
AKM02,Milk Sales (Dairy) for Human Consumption,200702,2007 February,14,Skimmed Milk,Million Litres,2.7
AKM02,Milk Sales (Dairy) for Human Consumption,200702,2007 February,15,Semi-skimmed milk,Million Litres,9.9
AKM02,Milk Sales (Dairy) for Human Consumption,200703,2007 March,1,All Milk,Million Litres,45.3
AKM02,Milk Sales (Dairy) for Human Consumption,200703,2007 March,12,Whole Milk,Million Litres,32.4
AKM02,Milk Sales (Dairy) for Human Consumption,200703,2007 March,13,Skimmed and Semi-skimmed milk,Million Litres,12.8
AKM02,Milk Sales (Dairy) for Human Consumption,200703,2007 March,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200703,2007 March,15,Semi-skimmed milk,Million Litres,11.2
AKM02,Milk Sales (Dairy) for Human Consumption,200704,2007 April,1,All Milk,Million Litres,42.6
AKM02,Milk Sales (Dairy) for Human Consumption,200704,2007 April,12,Whole Milk,Million Litres,30.4
AKM02,Milk Sales (Dairy) for Human Consumption,200704,2007 April,13,Skimmed and Semi-skimmed milk,Million Litres,12.1
AKM02,Milk Sales (Dairy) for Human Consumption,200704,2007 April,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200704,2007 April,15,Semi-skimmed milk,Million Litres,10.6
AKM02,Milk Sales (Dairy) for Human Consumption,200705,2007 May,1,All Milk,Million Litres,44.6
AKM02,Milk Sales (Dairy) for Human Consumption,200705,2007 May,12,Whole Milk,Million Litres,31.8
AKM02,Milk Sales (Dairy) for Human Consumption,200705,2007 May,13,Skimmed and Semi-skimmed milk,Million Litres,12.8
AKM02,Milk Sales (Dairy) for Human Consumption,200705,2007 May,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200705,2007 May,15,Semi-skimmed milk,Million Litres,11.2
AKM02,Milk Sales (Dairy) for Human Consumption,200706,2007 June,1,All Milk,Million Litres,43.3
AKM02,Milk Sales (Dairy) for Human Consumption,200706,2007 June,12,Whole Milk,Million Litres,30.8
AKM02,Milk Sales (Dairy) for Human Consumption,200706,2007 June,13,Skimmed and Semi-skimmed milk,Million Litres,12.5
AKM02,Milk Sales (Dairy) for Human Consumption,200706,2007 June,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200706,2007 June,15,Semi-skimmed milk,Million Litres,10.9
AKM02,Milk Sales (Dairy) for Human Consumption,200707,2007 July,1,All Milk,Million Litres,43.9
AKM02,Milk Sales (Dairy) for Human Consumption,200707,2007 July,12,Whole Milk,Million Litres,31.2
AKM02,Milk Sales (Dairy) for Human Consumption,200707,2007 July,13,Skimmed and Semi-skimmed milk,Million Litres,12.7
AKM02,Milk Sales (Dairy) for Human Consumption,200707,2007 July,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200707,2007 July,15,Semi-skimmed milk,Million Litres,11.2
AKM02,Milk Sales (Dairy) for Human Consumption,200708,2007 August,1,All Milk,Million Litres,45.7
AKM02,Milk Sales (Dairy) for Human Consumption,200708,2007 August,12,Whole Milk,Million Litres,32.2
AKM02,Milk Sales (Dairy) for Human Consumption,200708,2007 August,13,Skimmed and Semi-skimmed milk,Million Litres,13.5
AKM02,Milk Sales (Dairy) for Human Consumption,200708,2007 August,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,200708,2007 August,15,Semi-skimmed milk,Million Litres,11.6
AKM02,Milk Sales (Dairy) for Human Consumption,200709,2007 September,1,All Milk,Million Litres,44.1
AKM02,Milk Sales (Dairy) for Human Consumption,200709,2007 September,12,Whole Milk,Million Litres,31.1
AKM02,Milk Sales (Dairy) for Human Consumption,200709,2007 September,13,Skimmed and Semi-skimmed milk,Million Litres,13
AKM02,Milk Sales (Dairy) for Human Consumption,200709,2007 September,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,200709,2007 September,15,Semi-skimmed milk,Million Litres,11.1
AKM02,Milk Sales (Dairy) for Human Consumption,200710,2007 October,1,All Milk,Million Litres,45.4
AKM02,Milk Sales (Dairy) for Human Consumption,200710,2007 October,12,Whole Milk,Million Litres,31.9
AKM02,Milk Sales (Dairy) for Human Consumption,200710,2007 October,13,Skimmed and Semi-skimmed milk,Million Litres,13.5
AKM02,Milk Sales (Dairy) for Human Consumption,200710,2007 October,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,200710,2007 October,15,Semi-skimmed milk,Million Litres,11.6
AKM02,Milk Sales (Dairy) for Human Consumption,200711,2007 November,1,All Milk,Million Litres,44.3
AKM02,Milk Sales (Dairy) for Human Consumption,200711,2007 November,12,Whole Milk,Million Litres,30.9
AKM02,Milk Sales (Dairy) for Human Consumption,200711,2007 November,13,Skimmed and Semi-skimmed milk,Million Litres,13.4
AKM02,Milk Sales (Dairy) for Human Consumption,200711,2007 November,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,200711,2007 November,15,Semi-skimmed milk,Million Litres,11.4
AKM02,Milk Sales (Dairy) for Human Consumption,200712,2007 December,1,All Milk,Million Litres,43.1
AKM02,Milk Sales (Dairy) for Human Consumption,200712,2007 December,12,Whole Milk,Million Litres,30.2
AKM02,Milk Sales (Dairy) for Human Consumption,200712,2007 December,13,Skimmed and Semi-skimmed milk,Million Litres,13
AKM02,Milk Sales (Dairy) for Human Consumption,200712,2007 December,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,200712,2007 December,15,Semi-skimmed milk,Million Litres,11.3
AKM02,Milk Sales (Dairy) for Human Consumption,200801,2008 January,1,All Milk,Million Litres,44.7
AKM02,Milk Sales (Dairy) for Human Consumption,200801,2008 January,12,Whole Milk,Million Litres,30.9
AKM02,Milk Sales (Dairy) for Human Consumption,200801,2008 January,13,Skimmed and Semi-skimmed milk,Million Litres,13.8
AKM02,Milk Sales (Dairy) for Human Consumption,200801,2008 January,14,Skimmed Milk,Million Litres,2.1
AKM02,Milk Sales (Dairy) for Human Consumption,200801,2008 January,15,Semi-skimmed milk,Million Litres,11.7
AKM02,Milk Sales (Dairy) for Human Consumption,200802,2008 February,1,All Milk,Million Litres,42.1
AKM02,Milk Sales (Dairy) for Human Consumption,200802,2008 February,12,Whole Milk,Million Litres,29.1
AKM02,Milk Sales (Dairy) for Human Consumption,200802,2008 February,13,Skimmed and Semi-skimmed milk,Million Litres,13
AKM02,Milk Sales (Dairy) for Human Consumption,200802,2008 February,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,200802,2008 February,15,Semi-skimmed milk,Million Litres,11.2
AKM02,Milk Sales (Dairy) for Human Consumption,200803,2008 March,1,All Milk,Million Litres,43.1
AKM02,Milk Sales (Dairy) for Human Consumption,200803,2008 March,12,Whole Milk,Million Litres,29.8
AKM02,Milk Sales (Dairy) for Human Consumption,200803,2008 March,13,Skimmed and Semi-skimmed milk,Million Litres,13.4
AKM02,Milk Sales (Dairy) for Human Consumption,200803,2008 March,14,Skimmed Milk,Million Litres,1.8
AKM02,Milk Sales (Dairy) for Human Consumption,200803,2008 March,15,Semi-skimmed milk,Million Litres,11.5
AKM02,Milk Sales (Dairy) for Human Consumption,200804,2008 April,1,All Milk,Million Litres,45.5
AKM02,Milk Sales (Dairy) for Human Consumption,200804,2008 April,12,Whole Milk,Million Litres,31.4
AKM02,Milk Sales (Dairy) for Human Consumption,200804,2008 April,13,Skimmed and Semi-skimmed milk,Million Litres,14.1
AKM02,Milk Sales (Dairy) for Human Consumption,200804,2008 April,14,Skimmed Milk,Million Litres,2
AKM02,Milk Sales (Dairy) for Human Consumption,200804,2008 April,15,Semi-skimmed milk,Million Litres,12.1
AKM02,Milk Sales (Dairy) for Human Consumption,200805,2008 May,1,All Milk,Million Litres,43.5
AKM02,Milk Sales (Dairy) for Human Consumption,200805,2008 May,12,Whole Milk,Million Litres,29.9
AKM02,Milk Sales (Dairy) for Human Consumption,200805,2008 May,13,Skimmed and Semi-skimmed milk,Million Litres,13.7
